temperature,latitude,longitude,nh3,no2,mq131,mq7,pm25,pm10,aqi,humidity,timestamp
30.30,18.519400,73.853233,0.00,0.00,0.00,0.00,0.17,32.65,32.65,43.43,1734927340612.0
26.60,0.0,0.0,0.00,0.62,0.04,0.30,174.54,235.01,235.01,71.10,1734865173193.0
26.60,0.0,0.0,0.00,0.65,0.05,0.29,172.39,232.08,232.08,70.70,1734865168293.0
26.60,0.0,0.0,0.00,0.59,0.03,0.28,169.84,228.91,228.91,70.00,1734865163070.0
26.60,0.0,0.0,0.00,0.65,0.03,0.27,169.94,228.97,228.97,68.80,1734865158043.0
26.60,0.0,0.0,0.00,0.65,0.02,0.26,0.00,0.00,0.65,68.90,1734865153977.0
26.60,0.0,0.0,0.00,0.75,0.04,0.26,163.10,219.88,219.88,68.60,1734865148008.0
26.60,0.0,0.0,0.00,0.73,0.03,0.29,163.20,220.00,220,69.20,1734865142838.0
26.60,0.0,0.0,0.00,0.70,0.05,0.28,162.81,219.47,219.47,69.50,1734865137745.0
26.60,0.0,0.0,0.00,0.73,0.03,0.27,161.83,218.18,218.18,69.80,1734865132698.0
26.50,0.0,0.0,0.00,0.78,0.03,0.26,162.41,218.83,218.83,69.80,1734865127731.0
26.50,0.0,0.0,0.00,0.70,0.03,0.24,161.88,218.06,218.06,69.50,1734865122592.0
26.50,0.0,0.0,0.00,0.81,0.04,0.26,160.90,216.77,216.77,68.60,1734865118320.0
26.50,0.0,0.0,0.00,0.84,0.02,0.22,161.19,217.13,217.13,68.20,1734865115444.0
25.90,0.0,0.0,0.00,0.48,0.04,0.11,0.00,0.00,0.48,66.60,1734864670025.0
25.90,0.0,0.0,0.00,0.55,0.06,0.13,0.00,0.00,0.55,66.60,1734864665091.0
25.90,0.0,0.0,0.00,0.57,0.06,0.13,17.84,34.37,34.37,66.60,1734864658871.0
25.90,0.0,0.0,0.00,0.57,0.06,0.13,0.00,0.00,0.57,66.60,1734864654843.0
25.90,0.0,0.0,0.00,0.57,0.06,0.13,17.79,34.60,34.6,66.60,1734864648926.0
25.90,0.0,0.0,0.00,0.50,0.05,0.13,0.00,0.00,0.5,66.60,1734864644685.0
25.90,0.0,0.0,0.00,0.59,0.06,0.14,0.00,0.00,0.59,66.60,1734864639588.0
25.90,0.0,0.0,0.00,0.50,0.04,0.12,0.00,0.00,0.5,66.50,1734864634568.0
25.90,0.0,0.0,0.00,0.57,0.06,0.13,0.00,0.00,0.57,66.50,1734864629452.0
25.90,0.0,0.0,0.00,0.57,0.05,0.13,16.86,32.20,32.2,66.50,1734864623362.0
25.90,0.0,0.0,0.00,0.50,0.05,0.13,0.00,0.00,0.5,66.50,1734864619414.0
25.90,0.0,0.0,0.00,0.55,0.04,0.12,16.76,32.26,32.26,66.40,1734864613236.0
25.90,0.0,0.0,0.00,0.57,0.06,0.14,0.00,0.00,0.57,66.50,1734864609170.0
25.90,0.0,0.0,0.00,0.50,0.04,0.12,0.00,0.00,0.5,66.60,1734864599153.0
25.90,0.0,0.0,0.00,0.57,0.06,0.14,0.00,0.00,0.57,66.60,1734864593923.0
25.90,0.0,0.0,0.00,0.55,0.05,0.13,17.99,36.48,36.48,66.70,1734864587877.0
25.90,0.0,0.0,0.00,0.59,0.06,0.15,0.00,0.00,0.59,66.70,1734864583988.0
25.90,0.0,0.0,0.00,0.59,0.06,0.15,18.28,36.95,36.95,66.80,1734864577703.0
25.90,0.0,0.0,0.00,0.59,0.06,0.14,0.00,0.00,0.59,66.80,1734864573743.0
25.90,0.0,0.0,0.00,0.55,0.05,0.13,0.00,0.00,0.55,66.80,1734864568543.0
25.90,0.0,0.0,0.00,0.62,0.06,0.14,0.00,0.00,0.62,67.00,1734864563503.0
25.90,0.0,0.0,0.00,0.55,0.05,0.15,0.00,0.00,0.55,67.00,1734864558434.0
25.90,0.0,0.0,0.00,0.62,0.06,0.15,17.79,33.37,33.37,66.90,1734864552442.0
25.90,0.0,0.0,0.00,0.65,0.07,0.16,17.69,32.08,32.08,66.70,1734864542209.0
25.90,0.0,0.0,0.00,0.65,0.07,0.17,0.00,0.00,0.65,66.70,1734864538098.0
25.90,0.0,0.0,0.00,0.62,0.07,0.16,0.00,0.00,0.62,66.80,1734864533188.0
25.90,0.0,0.0,0.00,0.57,0.05,0.16,0.00,0.00,0.57,66.80,1734864527930.0
25.90,0.0,0.0,0.00,0.65,0.06,0.17,0.00,0.00,0.65,66.90,1734864522952.0
25.90,0.0,0.0,0.00,0.57,0.05,0.14,17.64,32.14,32.14,66.90,1734864516807.0
25.90,0.0,0.0,0.00,0.65,0.06,0.17,0.00,0.00,0.65,67.00,1734864512917.0
25.80,0.0,0.0,0.00,0.55,0.05,0.15,18.08,34.25,34.25,66.90,1734864506663.0
25.90,0.0,0.0,0.00,0.65,0.06,0.18,0.00,0.00,0.65,67.00,1734864502693.0
25.80,0.0,0.0,0.00,0.65,0.06,0.18,0.00,0.00,0.65,67.00,1734864497513.0
25.80,0.0,0.0,0.00,0.67,0.06,0.15,0.00,0.00,0.67,67.10,1734864492431.0
25.80,0.0,0.0,0.00,0.65,0.06,0.18,0.00,0.00,0.65,67.10,1734864487347.0
25.80,0.0,0.0,0.00,0.67,0.07,0.18,18.87,35.48,35.48,67.00,1734864481384.0
25.80,0.0,0.0,0.00,0.59,0.05,0.15,0.00,0.00,0.59,67.00,1734864477275.0
25.80,0.0,0.0,0.00,0.67,0.07,0.18,18.52,33.84,33.84,67.00,1734864471133.0
25.80,0.0,0.0,0.00,0.65,0.07,0.18,0.00,0.00,0.65,67.00,1734864467235.0
25.80,0.0,0.0,0.00,0.67,0.07,0.18,0.00,0.00,0.67,67.00,1734864461973.0
25.80,0.0,0.0,0.00,0.57,0.05,0.16,0.00,0.00,0.57,66.90,1734864457005.0
25.80,0.0,0.0,0.00,0.65,0.07,0.18,0.00,0.00,0.65,66.90,1734864451817.0
25.80,0.0,0.0,0.00,0.65,0.06,0.17,18.33,34.90,34.9,67.00,1734864445956.0
25.80,0.0,0.0,0.00,0.65,0.07,0.19,18.82,37.65,37.65,67.00,1734864435702.0
25.80,0.0,0.0,0.00,0.65,0.07,0.19,0.00,0.00,0.65,67.00,1734864431541.0
25.80,0.0,0.0,0.00,0.67,0.07,0.18,0.00,0.00,0.67,67.10,1734864426488.0
25.80,0.0,0.0,0.00,0.65,0.07,0.19,0.00,0.00,0.65,67.10,1734864416303.0
25.80,0.0,0.0,0.00,0.67,0.07,0.19,18.72,35.43,35.43,67.00,1734864410306.0
25.80,0.0,0.0,0.00,0.59,0.06,0.18,0.00,0.00,0.59,66.80,1734864406159.0
25.80,0.0,0.0,0.00,0.67,0.07,0.20,18.08,33.90,33.9,66.70,1734864400277.0
25.80,0.0,0.0,0.00,0.59,0.05,0.18,0.00,0.00,0.59,66.60,1734864395991.0
25.80,0.0,0.0,0.00,0.65,0.05,0.17,0.00,0.00,0.65,66.50,1734864391050.0
25.80,0.0,0.0,0.00,0.57,0.05,0.17,0.00,0.00,0.57,66.50,1734864385856.0
25.80,0.0,0.0,0.00,0.67,0.06,0.19,0.00,0.00,0.67,66.50,1734864380803.0
25.80,0.0,0.0,0.00,0.67,0.07,0.20,18.23,34.31,34.31,66.70,1734864374718.0
25.80,0.0,0.0,0.00,0.67,0.06,0.20,0.00,0.00,0.67,66.80,1734864370794.0
25.80,0.0,0.0,0.00,0.62,0.05,0.18,18.23,34.90,34.9,66.80,1734864364573.0
25.80,0.0,0.0,0.00,0.59,0.05,0.18,0.00,0.00,0.59,66.80,1734864360547.0
25.80,0.0,0.0,0.00,0.67,0.06,0.18,0.00,0.00,0.67,66.60,1734864345403.0
25.80,0.0,0.0,0.00,0.70,0.06,0.21,17.99,33.37,33.37,66.50,1734864339191.0
25.80,0.0,0.0,0.00,0.59,0.05,0.18,0.00,0.00,0.59,66.50,1734864335146.0
25.80,0.0,0.0,0.00,0.62,0.05,0.19,17.89,34.55,34.55,66.50,1734864329030.0
25.80,0.0,0.0,0.00,0.70,0.06,0.21,0.00,0.00,0.7,66.60,1734864319935.0
25.80,0.0,0.0,0.00,0.70,0.07,0.22,0.00,0.00,0.7,66.50,1734864309709.0
25.90,0.0,0.0,0.00,0.70,0.06,0.22,18.13,34.43,34.43,66.40,1734864303817.0
25.90,0.0,0.0,0.00,0.70,0.06,0.22,0.00,0.00,0.7,66.60,1734864299576.0
25.80,0.0,0.0,0.00,0.73,0.06,0.20,17.99,34.55,34.55,66.60,1734864293584.0
25.80,0.0,0.0,0.00,0.73,0.06,0.23,0.00,0.00,0.73,66.70,1734864289490.0
25.80,0.0,0.0,0.00,0.73,0.07,0.23,0.00,0.00,0.73,66.70,1734864284564.0
25.80,0.0,0.0,0.00,0.65,0.05,0.19,0.00,0.00,0.65,66.50,1734864279458.0
25.80,0.0,0.0,0.00,0.73,0.07,0.23,0.00,0.00,0.73,66.60,1734864274328.0
25.80,0.0,0.0,0.00,0.65,0.05,0.21,18.72,38.71,38.71,66.60,1734864268142.0
25.80,0.0,0.0,0.00,0.73,0.07,0.24,0.00,0.00,0.73,66.60,1734864264081.0
25.80,0.0,0.0,0.00,0.75,0.06,0.23,18.82,36.77,36.77,66.70,1734864258000.0
25.80,0.0,0.0,0.00,0.75,0.07,0.24,0.00,0.00,0.75,66.70,1734864254058.0
25.80,0.0,0.0,0.00,0.75,0.06,0.22,0.00,0.00,0.75,66.60,1734864248934.0
25.80,0.0,0.0,0.00,0.65,0.05,0.21,0.00,0.00,0.65,66.60,1734864243758.0
25.80,0.0,0.0,0.00,0.70,0.05,0.22,17.89,34.31,34.31,66.80,1734864232626.0
25.80,0.0,0.0,0.00,0.65,0.05,0.21,0.00,0.00,0.65,66.90,1734864228656.0
25.80,0.0,0.0,0.00,0.67,0.05,0.23,17.94,35.37,35.37,67.00,1734864222482.0
25.80,0.0,0.0,0.00,0.75,0.07,0.26,0.00,0.00,0.75,66.90,1734864218413.0
25.80,0.0,0.0,0.00,0.70,0.06,0.23,0.00,0.00,0.7,66.80,1734864213314.0
25.80,0.0,0.0,0.00,0.75,0.07,0.26,0.00,0.00,0.75,66.70,1734864208375.0
25.80,0.0,0.0,0.00,0.78,0.07,0.27,0.00,0.00,0.78,66.60,1734864203183.0
25.80,0.0,0.0,0.00,0.78,0.07,0.27,18.43,35.60,35.6,66.50,1734864197313.0
25.80,0.0,0.0,0.00,0.67,0.05,0.23,0.00,0.00,0.67,66.50,1734864193250.0
25.80,0.0,0.0,0.00,0.81,0.07,0.28,18.38,35.37,35.37,66.50,1734864186970.0
25.80,0.0,0.0,0.00,0.67,0.05,0.24,0.00,0.00,0.67,66.40,1734864182983.0
25.80,0.0,0.0,0.00,0.70,0.05,0.25,0.00,0.00,0.7,66.30,1734864177803.0
25.80,0.0,0.0,0.00,0.78,0.07,0.28,0.00,0.00,0.78,66.30,1734864172762.0
25.80,0.0,0.0,0.00,0.78,0.07,0.29,0.00,0.00,0.78,66.30,1734864167635.0
25.80,0.0,0.0,0.00,0.70,0.06,0.27,18.62,35.84,35.84,66.30,1734864161714.0
25.80,0.0,0.0,0.00,0.78,0.07,0.28,0.00,0.00,0.78,66.40,1734864157504.0
25.80,0.0,0.0,0.00,0.70,0.05,0.26,19.21,35.72,35.72,66.30,1734864151441.0
25.80,0.0,0.0,0.00,0.78,0.06,0.28,0.00,0.00,0.78,66.40,1734864147411.0
25.80,0.0,0.0,0.00,0.78,0.07,0.30,0.00,0.00,0.78,66.50,1734864142459.0
25.80,0.0,0.0,0.00,0.73,0.06,0.28,0.00,0.00,0.73,66.50,1734864137323.0
25.80,0.0,0.0,0.00,0.81,0.07,0.30,0.00,0.00,0.81,66.60,1734864132207.0
25.80,0.0,0.0,0.00,0.81,0.06,0.28,18.62,34.90,34.9,66.50,1734864126040.0
25.80,0.0,0.0,0.00,0.81,0.07,0.31,0.00,0.00,0.81,66.60,1734864121991.0
25.80,0.0,0.0,0.00,0.81,0.07,0.32,18.57,34.96,34.96,66.60,1734864115957.0
25.80,0.0,0.0,0.00,0.81,0.06,0.29,0.00,0.00,0.81,66.70,1734864111968.0
25.80,0.0,0.0,0.00,0.84,0.07,0.32,0.00,0.00,0.84,66.70,1734864106793.0
25.80,0.0,0.0,0.00,0.87,0.08,0.34,0.00,0.00,0.87,66.60,1734864101714.0
25.80,0.0,0.0,0.00,0.75,0.06,0.29,0.00,0.00,0.75,66.40,1734864097015.0
25.80,0.0,0.0,0.00,0.75,0.05,0.30,18.77,36.72,36.72,66.40,1734864090624.0
25.80,0.0,0.0,0.00,0.78,0.07,0.34,0.00,0.00,0.78,66.40,1734864086536.0
25.90,0.0,0.0,0.00,0.87,0.07,0.35,18.96,37.18,37.18,66.50,1734864080375.0
25.80,0.0,0.0,0.00,0.75,0.06,0.31,0.00,0.00,0.75,66.60,1734864076368.0
25.80,0.0,0.0,0.00,0.87,0.07,0.36,0.00,0.00,0.87,66.60,1734864071382.0
25.90,0.0,0.0,0.00,0.87,0.08,0.36,0.00,0.00,0.87,66.60,1734864066280.0
25.90,0.0,0.0,0.00,0.75,0.05,0.32,0.00,0.00,0.75,66.60,1734864061063.0
25.90,0.0,0.0,0.00,0.78,0.06,0.34,18.91,38.01,38.01,66.60,1734864055186.0
25.90,0.0,0.0,0.00,0.90,0.08,0.37,0.00,0.00,0.9,66.50,1734864050934.0
25.80,0.0,0.0,0.00,0.90,0.08,0.37,19.26,38.77,38.77,66.50,1734864045408.0
25.90,0.0,0.0,0.00,0.90,0.08,0.39,0.00,0.00,0.9,66.50,1734864040842.0
25.80,0.0,0.0,0.00,0.84,0.07,0.39,0.00,0.00,0.84,66.20,1734864036213.0
25.90,0.0,0.0,0.00,0.84,0.07,0.39,0.00,0.00,0.84,66.20,1734864030652.0
25.90,0.0,0.0,0.00,0.97,0.08,0.40,0.00,0.00,0.97,66.00,1734864025707.0
25.90,0.0,0.0,0.00,0.87,0.07,0.39,0.00,0.00,0.87,66.00,1734864020583.0
25.90,0.0,0.0,0.00,0.90,0.07,0.42,0.00,0.00,0.9,65.90,1734864015409.0
25.90,0.0,0.0,0.00,1.00,0.08,0.42,0.00,0.00,1,65.90,1734864010332.0
25.90,0.0,0.0,0.00,1.00,0.08,0.43,0.00,0.00,1,66.00,1734864005245.0
25.90,0.0,0.0,0.00,0.87,0.06,0.40,0.00,0.00,0.87,66.10,1734864000317.0
25.90,0.0,0.0,0.00,1.00,0.08,0.45,0.00,0.00,1,66.20,1734863995075.0
25.90,0.0,0.0,0.00,0.94,0.08,0.45,0.00,0.00,0.94,66.20,1734863990290.0
25.90,0.0,0.0,0.00,0.97,0.07,0.46,0.00,0.00,0.97,66.40,1734863984905.0
25.90,0.0,0.0,0.00,1.04,0.06,0.42,18.52,37.54,37.54,66.80,1734863979023.0
25.90,0.0,0.0,0.00,1.07,0.09,0.49,18.08,36.77,36.77,66.90,1734863974131.0
25.90,0.0,0.0,0.00,1.11,0.09,0.49,0.00,0.00,1.11,66.90,1734863969793.0
25.90,0.0,0.0,0.00,1.00,0.06,0.46,0.00,0.00,1,66.40,1734863964665.0
25.90,0.0,0.0,0.00,1.14,0.09,0.51,0.00,0.00,1.14,66.50,1734863959775.0
25.90,0.0,0.0,0.00,1.04,0.06,0.48,0.00,0.00,1.04,66.40,1734863954635.0
25.90,0.0,0.0,0.00,1.18,0.09,0.53,10.65,16.89,16.89,66.00,1734863948448.0
25.90,0.0,0.0,0.13,1.25,0.08,0.54,7.58,11.91,11.91,65.90,1734863943417.0
25.90,0.0,0.0,0.19,1.29,0.08,0.54,0.00,0.00,1.29,65.90,1734863939903.0
25.90,0.0,0.0,0.12,1.33,0.08,0.53,0.00,0.00,1.33,65.80,1734863936191.0
25.90,0.0,0.0,0.10,1.41,0.08,0.51,0.00,0.00,1.41,65.80,1734863932402.0
25.90,0.0,0.0,0.11,1.53,0.08,0.45,0.00,0.00,1.53,65.80,1734863928705.0
26.80,0.0,0.0,0.01,1.00,0.21,0.40,21.95,40.06,40.06,55.80,1734680702485.0
26.80,0.0,0.0,0.02,1.14,0.21,0.39,0.00,0.00,1.14,55.90,1734680698398.0
26.80,0.0,0.0,0.02,1.21,0.22,0.40,0.00,0.00,1.21,55.80,1734680693295.0
26.80,0.0,0.0,0.01,1.00,0.20,0.39,0.00,0.00,1,55.80,1734680688497.0
26.80,0.0,0.0,0.02,1.04,0.22,0.43,21.75,39.35,39.35,55.70,1734680682080.0
26.80,0.0,0.0,0.02,1.04,0.22,0.42,0.00,0.00,1.04,55.70,1734680678047.0
26.80,0.0,0.0,0.01,1.04,0.20,0.39,0.00,0.00,1.04,55.80,1734680672982.0
26.80,0.0,0.0,0.02,1.00,0.20,0.37,0.00,0.00,1,55.70,1734680667766.0
26.80,0.0,0.0,0.02,1.25,0.23,0.42,0.00,0.00,1.25,55.70,1734680662747.0
26.70,0.0,0.0,0.02,1.04,0.22,0.42,0.00,0.00,1.04,55.60,1734680657779.0
26.80,0.0,0.0,0.03,1.29,0.28,0.49,0.00,0.00,1.29,55.70,1734680652736.0
26.70,0.0,0.0,0.03,1.33,0.26,0.45,0.00,0.00,1.33,55.60,1734680647525.0
26.70,0.0,0.0,0.02,1.14,0.26,0.48,22.29,42.29,42.29,55.60,1734680641473.0
26.80,0.0,0.0,0.03,1.33,0.29,0.49,0.00,0.00,1.33,55.60,1734680637354.0
26.80,0.0,0.0,0.02,1.18,0.21,0.39,0.00,0.00,1.18,55.60,1734680632209.0
26.70,0.0,0.0,0.02,1.07,0.20,0.39,0.00,0.00,1.07,55.60,1734680627309.0
26.70,0.0,0.0,0.02,1.21,0.21,0.40,0.00,0.00,1.21,55.60,1734680622238.0
26.70,0.0,0.0,0.03,1.37,0.29,0.49,0.00,0.00,1.37,55.60,1734680617308.0
26.70,0.0,0.0,0.03,1.37,0.29,0.51,0.00,0.00,1.37,55.70,1734680612014.0
26.70,0.0,0.0,0.02,1.11,0.21,0.42,0.00,0.00,1.11,55.60,1734680606825.0
26.70,0.0,0.0,0.03,1.41,0.29,0.51,0.00,0.00,1.41,55.70,1734680601773.0
26.70,0.0,0.0,0.02,1.33,0.22,0.40,0.00,0.00,1.33,55.70,1734680596808.0
26.70,0.0,0.0,0.02,1.14,0.21,0.40,0.00,0.00,1.14,55.80,1734680591693.0
26.70,0.0,0.0,0.02,1.29,0.21,0.40,0.00,0.00,1.29,55.70,1734680586569.0
26.70,0.0,0.0,0.02,1.11,0.21,0.40,0.00,0.00,1.11,55.70,1734680581448.0
26.70,0.0,0.0,0.03,1.45,0.30,0.51,21.99,41.29,41.29,55.60,1734680575335.0
26.70,0.0,0.0,0.03,1.45,0.29,0.51,0.00,0.00,1.45,55.60,1734680571415.0
26.70,0.0,0.0,0.03,1.41,0.30,0.51,0.00,0.00,1.41,55.60,1734680566227.0
26.70,0.0,0.0,0.03,1.41,0.30,0.53,0.00,0.00,1.41,55.60,1734680561168.0
26.70,0.0,0.0,0.03,1.45,0.30,0.53,0.00,0.00,1.45,55.50,1734680556159.0
26.70,0.0,0.0,0.03,1.45,0.30,0.53,22.92,40.88,40.88,55.50,1734680550263.0
26.70,0.0,0.0,0.03,1.49,0.32,0.53,0.00,0.00,1.49,55.50,1734680540986.0
26.70,0.0,0.0,0.03,1.49,0.30,0.54,0.00,0.00,1.49,55.50,1734680536188.0
26.70,0.0,0.0,0.03,1.49,0.32,0.54,0.00,0.00,1.49,55.50,1734680530739.0
26.70,0.0,0.0,0.03,1.49,0.29,0.48,0.00,0.00,1.49,55.50,1734680525745.0
26.70,0.0,0.0,0.02,1.25,0.28,0.53,0.00,0.00,1.25,55.60,1734680520455.0
26.70,0.0,0.0,0.02,1.45,0.25,0.45,0.00,0.00,1.45,55.60,1734680515906.0
26.70,0.0,0.0,0.03,1.45,0.30,0.53,0.00,0.00,1.45,55.60,1734680510386.0
26.70,0.0,0.0,0.02,1.14,0.22,0.45,21.85,44.34,44.34,55.60,1734680504437.0
26.70,0.0,0.0,0.03,1.45,0.30,0.53,0.00,0.00,1.45,55.70,1734680500206.0
26.70,0.0,0.0,0.02,1.14,0.22,0.45,0.00,0.00,1.14,55.50,1734680495225.0
26.70,0.0,0.0,0.03,1.41,0.30,0.53,0.00,0.00,1.41,55.50,1734680490088.0
26.70,0.0,0.0,0.02,1.21,0.21,0.40,22.14,40.53,40.53,55.60,1734680484155.0
26.70,0.0,0.0,0.03,1.41,0.29,0.53,22.04,41.00,41,55.60,1734680479037.0
26.70,0.0,0.0,0.03,1.45,0.29,0.51,22.19,41.17,41.17,55.50,1734680469016.0
26.60,0.0,0.0,0.03,1.41,0.29,0.53,0.00,0.00,1.41,55.50,1734680464809.0
26.70,0.0,0.0,0.02,1.14,0.21,0.43,0.00,0.00,1.14,55.50,1734680459789.0
26.60,0.0,0.0,0.02,1.18,0.24,0.48,0.00,0.00,1.18,55.60,1734680454906.0
26.60,0.0,0.0,0.02,1.18,0.20,0.40,0.00,0.00,1.18,55.60,1734680449618.0
26.60,0.0,0.0,0.03,1.41,0.30,0.53,0.00,0.00,1.41,55.60,1734680444652.0
26.60,0.0,0.0,0.03,1.41,0.29,0.53,0.00,0.00,1.41,55.60,1734680439336.0
26.60,0.0,0.0,0.02,1.25,0.21,0.42,0.00,0.00,1.25,55.70,1734680434434.0
26.60,0.0,0.0,0.03,1.41,0.29,0.51,0.00,0.00,1.41,55.70,1734680429129.0
26.60,0.0,0.0,0.02,1.45,0.28,0.51,0.00,0.00,1.45,55.70,1734680424177.0
26.60,0.0,0.0,0.03,1.41,0.29,0.51,0.00,0.00,1.41,55.60,1734680419072.0
26.60,0.0,0.0,0.02,1.21,0.25,0.51,0.00,0.00,1.21,55.50,1734680413939.0
26.60,0.0,0.0,0.02,1.45,0.28,0.51,22.29,44.40,44.4,55.50,1734680408015.0
26.60,0.0,0.0,0.02,1.37,0.22,0.40,0.00,0.00,1.37,55.50,1734680403748.0
26.60,0.0,0.0,0.01,1.14,0.20,0.42,0.00,0.00,1.14,55.50,1734680398907.0
26.60,0.0,0.0,0.03,1.49,0.29,0.51,22.39,43.28,43.28,55.40,1734680392823.0
26.60,0.0,0.0,0.02,1.29,0.21,0.42,22.14,42.40,42.4,55.50,1734680387706.0
26.60,0.0,0.0,0.02,1.37,0.26,0.51,0.00,0.00,1.37,55.50,1734680383618.0
26.60,0.0,0.0,0.01,1.14,0.18,0.39,0.00,0.00,1.14,55.40,1734680378413.0
26.60,0.0,0.0,0.02,1.14,0.21,0.45,0.00,0.00,1.14,55.40,1734680373369.0
26.60,0.0,0.0,0.02,1.37,0.28,0.51,21.85,39.88,39.88,55.30,1734680367235.0
26.60,0.0,0.0,0.02,1.37,0.28,0.51,0.00,0.00,1.37,55.30,1734680363323.0
26.60,0.0,0.0,0.01,1.14,0.19,0.40,0.00,0.00,1.14,55.30,1734680358205.0
26.60,0.0,0.0,0.01,1.11,0.20,0.42,0.00,0.00,1.11,55.30,1734680353116.0
26.60,0.0,0.0,0.02,1.37,0.26,0.51,0.00,0.00,1.37,55.30,1734680348189.0
26.60,0.0,0.0,0.02,1.37,0.23,0.45,0.00,0.00,1.37,55.40,1734680342856.0
26.60,0.0,0.0,0.02,1.29,0.20,0.40,0.00,0.00,1.29,55.20,1734680337950.0
26.60,0.0,0.0,0.02,1.37,0.22,0.42,0.00,0.00,1.37,55.20,1734680332647.0
26.60,0.0,0.0,0.01,1.14,0.20,0.42,0.00,0.00,1.14,55.30,1734680327745.0
26.60,0.0,0.0,0.02,1.37,0.26,0.51,0.00,0.00,1.37,55.20,1734680322578.0
26.60,0.0,0.0,0.02,1.37,0.26,0.49,0.00,0.00,1.37,55.20,1734680317698.0
26.60,0.0,0.0,0.02,1.33,0.28,0.51,0.00,0.00,1.33,55.20,1734680312637.0
26.60,0.0,0.0,0.02,1.37,0.21,0.42,22.09,42.70,42.7,55.20,1734680306409.0
26.60,0.0,0.0,0.01,1.14,0.19,0.40,0.00,0.00,1.14,55.20,1734680302214.0
26.60,0.0,0.0,0.01,1.14,0.21,0.46,21.70,41.29,41.29,55.20,1734680296366.0
26.60,0.0,0.0,0.02,1.18,0.22,0.48,22.29,43.28,43.28,55.20,1734680291250.0
26.60,0.0,0.0,0.02,1.41,0.26,0.53,0.00,0.00,1.41,55.20,1734680287028.0
26.60,0.0,0.0,0.02,1.41,0.26,0.51,0.00,0.00,1.41,55.30,1734680282245.0
26.60,0.0,0.0,0.02,1.37,0.26,0.51,23.61,44.05,44.05,55.30,1734680275866.0
26.60,0.0,0.0,0.02,1.41,0.25,0.53,0.00,0.00,1.41,55.30,1734680271983.0
26.60,0.0,0.0,0.01,1.18,0.22,0.48,0.00,0.00,1.18,55.30,1734680266866.0
26.60,0.0,0.0,0.01,1.18,0.21,0.48,0.00,0.00,1.18,55.40,1734680261612.0
26.60,0.0,0.0,0.02,1.37,0.25,0.51,0.00,0.00,1.37,55.30,1734680256663.0
26.60,0.0,0.0,0.02,1.33,0.25,0.51,0.00,0.00,1.33,55.30,1734680251506.0
26.60,0.0,0.0,0.01,1.11,0.20,0.45,22.97,47.16,47.16,55.40,1734680245400.0
26.60,0.0,0.0,0.02,1.25,0.24,0.53,0.00,0.00,1.25,55.30,1734680241481.0
26.60,0.0,0.0,0.02,1.37,0.24,0.46,0.00,0.00,1.37,55.30,1734680236587.0
26.60,0.0,0.0,0.02,1.37,0.25,0.51,0.00,0.00,1.37,55.20,1734680231294.0
26.60,0.0,0.0,0.02,1.33,0.24,0.51,0.00,0.00,1.33,55.20,1734680226126.0
26.50,0.0,0.0,0.01,1.07,0.17,0.40,0.00,0.00,1.07,55.20,1734680221037.0
26.60,0.0,0.0,0.01,1.18,0.18,0.42,0.00,0.00,1.18,55.20,1734680216105.0
